address,area,frontage,access_road,house_direction,balcony_direction,floors,bedrooms,bathrooms,legal_status,furniture_state,price,year
"Đường 5, Phường Tăng Nhơn Phú B, Thủ Đức, Hồ Chí Minh",82,5,5,Đông Nam,Đông Nam,3,3,4,Have certificate,,7.5,2024
"Đường Số 7, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",130,4.4,16,Đông Nam,,1,3,1,Have certificate,Full,8.5,2024
"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",160,5,14,,,1,,,Have certificate,,9.5,2024
"Đường Miếu Bình Đông, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",44,15,15,,,,3,3,,,4.7,2024
"Melosa Garden, số 222, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",100,5,30,,,4,4,4,Have certificate,,8.8,2024
"Đường Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",25,,,,,3,2,3,Have certificate,Full,3.78,2024
"Đường Quốc lộ 1A, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",283,,,,,1,6,4,,Full,9,2024
"Đường Nguyễn Văn Đậu, Phường 5, Bình Thạnh, Hồ Chí Minh",64,,,,,4,4,5,,,8.6,2024
"Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",86.6,5.5,,,,3,5,7,,,9.8,2024
"Hẻm 1/, Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh",60,4,5,,,2,2,2,Have certificate,Full,2.55,2024
"Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh",65,5,,Đông,,5,4,4,Have certificate,,6.8,2024
"Đường Số 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",80,5,4,Đông Nam,,2,2,2,Have certificate,,6.95,2024
"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",132,4,6,Đông,Đông,1,2,1,Have certificate,Basic,7.5,2024
"Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",45,,5,,,4,7,7,Have certificate,Basic,6.5,2024
"Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",50,,,,,4,4,3,Have certificate,Full,6.6,2024
"Đường Thạnh Xuân 21, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",72,4,6,Tây Nam,Tây Nam,3,3,3,Have certificate,Basic,4.6,2024
"55/14 Đường Tây Lân, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60,4,7,Đông Bắc,Đông Bắc,4,5,5,Have certificate,,5.5,2024
"Đường 8, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",100,5,5,Đông Nam,Đông Nam,4,7,7,Have certificate,,9.5,2024
"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",96.8,,,Tây Bắc,Nam,,4,4,Have certificate,,9.5,2024
"Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",66,,8,,,5,4,3,Have certificate,Full,9,2024
"Đường Lê Văn Sỹ, Phường 11, Phú Nhuận, Hồ Chí Minh",40.8,,4,,,3,5,4,Have certificate,,5.65,2024
"Đường Đông Hưng Thuận 11, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",60,4,5,Tây,Tây Bắc,1,2,1,,Basic,1.95,2024
"Đường Số 5, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",61,,3,,,1,2,1,,,4.15,2024
"Đường 185, Phường Phước Long B, Quận 9, Hồ Chí Minh",48,5,4,Đông Nam,Đông Nam,2,2,2,,Basic,2.3,2024
"Đường Lê Thị Riêng, Phường Thới An, Quận 12, Hồ Chí Minh",66,5,6,Tây Bắc,,4,5,5,Have certificate,Basic,5.35,2024
"Đường Tây Lân, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",113,,8,,,4,3,4,Have certificate,Full,5.8,2024
"Đường Trần Văn Mười, Xã Xuân Thới Đông, Hóc Môn, Hồ Chí Minh",68,6,6,Tây Bắc,,2,3,3,Have certificate,,3.74,2024
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",51,,,,,3,4,4,Have certificate,,5.2,2024
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",90,4.2,6,,,4,4,5,Have certificate,Full,7.79,2024
"Đường Nguyễn Ảnh Thủ, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",75,,6,,,3,4,4,Have certificate,,4.9,2024
"Phường Phú Trung, Tân Phú, Hồ Chí Minh",19,,3.5,Tây Nam,,2,1,1,Have certificate,,2.89,2024
"Đường Hoàng Bật Đạt, Phường 15, Tân Bình, Hồ Chí Minh",72,,8,Đông Nam,,4,4,5,Have certificate,,7.2,2024
"Phường 11, Tân Bình, Hồ Chí Minh",55,4.5,5,,,,,,Have certificate,,6.8,2024
"Đường Nguyễn Sỹ Sách, Phường 15, Tân Bình, Hồ Chí Minh",53,4,5,,,,4,5,Have certificate,,7.48,2024
"Hẻm 1685, Đường Ấp 3, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",151.8,,4,Nam,Nam,,4,2,Have certificate,Basic,9.8,2024
"Đường Dương Bá Trạc, Phường 2, Quận 8, Hồ Chí Minh",66,3.86,6,Tây,,3,3,2,Have certificate,Full,7.5,2024
"Đường 12C, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",81,6,6,Đông Nam,,3,6,4,Have certificate,Basic,7.5,2024
"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",105,,,,,3,4,4,Have certificate,,9.8,2024
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",50,,,,,3,4,3,Have certificate,,6.5,2024
"Dự án Greenlife 13C, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",104.4,5,12,Đông Nam,Đông Nam,4,4,5,,Full,9.2,2024
"Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh,  Quận 9, Hồ Chí Minh",160,8,,,,,,,Have certificate,,9.5,2024
"156, Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh",65,5,12,Đông,Đông,6,4,4,Have certificate,Basic,6.8,2024
"Đường 359, Phường Phước Long B, Quận 9, Hồ Chí Minh",66,4,8,,,3,3,4,Have certificate,,5.99,2024
"Đường Tỉnh Lộ 10, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",120,4,8,Nam,,1,2,1,Have certificate,,8.2,2024
"Đường Tuy Lý Vương, Phường 12, Quận 8, Hồ Chí Minh",66,4.3,10,,,4,3,2,Have certificate,,7.99,2024
"Đường Tỉnh Lộ 10, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",44,,6,,,1,2,2,Have certificate,Full,2.3,2024
"Đường Đào Duy Anh, Phường 9, Phú Nhuận, Hồ Chí Minh",69.1,3.7,5,,,2,5,4,Have certificate,Basic,9.69,2024
"23, Đường Thống Nhất, Phường 11, Gò Vấp, Hồ Chí Minh",88,,,Đông Bắc,,,,,,,9.8,2024
"Đường Nguyễn Tri Phương, Phường 5, Quận 10, Hồ Chí Minh",31,,,,,,,,,,6.9,2024
"Đường  45, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",16,4,3,Bắc,,3,2,2,Sale contract,Full,1.15,2024
"Dự án The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",65,,,Tây,Tây,,2,1,Sale contract,Basic,6.21,2024
"Đường 8, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",100,5,5,Đông Nam,Đông Nam,4,7,7,Have certificate,Basic,9.5,2024
"1246/2 Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",162.2,6.9,2,Tây Bắc,,1,3,2,Have certificate,,9.95,2024
"Dự án Mega Village, Đường Vành Đai 2, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75,5,20,Tây Nam,Tây Nam,3,4,3,Have certificate,Full,6.7,2024
"Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",100,5,30,Nam,Nam,4,4,4,Have certificate,,6.5,2024
"Đường Làng Tăng Phú, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",63.2,15,6,Đông Nam,,4,5,4,Have certificate,Basic,6.4,2024
"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",46,,,,,,,,,,4.6,2024
"Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",96,8,5,,,2,5,3,Have certificate,,5.9,2024
"Dự án Đông Tăng Long - Hưng Phúc, Đường N5, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",160,,,,,,,,Have certificate,,9.5,2024
"1764/19/Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",88,8,7,Nam,Nam,4,5,6,Have certificate,,6.2,2024
"Hẻm 602/97, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",47.1,4.3,2,Tây,Đông,2,3,2,Have certificate,Basic,5.4,2024
"Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Hồ Chí Minh",39,,,,,,5,4,Have certificate,,7.3,2024
"Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",72,,6,,,1,3,2,Have certificate,Basic,5.75,2024
"Dự án River Park, Đường Võ Chí Công, Phường Phước Long B, Quận 9, Hồ Chí Minh.",75,5,10,Tây,Tây,3,4,4,Have certificate,Full,9.8,2024
"Đường Nguyễn Lâm, Phường 3, Bình Thạnh, Hồ Chí Minh",50,,,,,3,4,4,Have certificate,Basic,8.9,2024
"Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",35,,,,,2,3,2,Have certificate,,4.9,2024
"1/, Đường An Hạ, Xã Phạm Văn Hai, Bình Chánh, Hồ Chí Minh",100,,7,Đông,Nam,2,3,2,Have certificate,,2.8,2024
"621/ Đường Tỉnh Lộ 10, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",92.3,4.4,4,,,2,4,2,Have certificate,,4.7,2024
"Đường Nguyễn Văn Khối, Phường 11, Gò Vấp, Hồ Chí Minh",63,,12,,,4,4,4,Have certificate,Full,9.2,2024
"Đường Ngô Đức Kế, Phường 12, Bình Thạnh, Hồ Chí Minh",30,,10,Tây,Tây,2,2,2,Have certificate,Full,3.9,2024
"Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",36,,,,,2,2,2,,,3.68,2024
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",55,5,12,,,3,4,5,Have certificate,Full,6.77,2024
"Đường Bàn Cờ, Phường 3, Quận 3, Hồ Chí Minh",40,4,4,Tây Bắc,Tây Bắc,1,2,1,Have certificate,,5.5,2024
"Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",52,,,,,4,4,4,,,4.6,2024
"55, Đường Tây Lân, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",54.9,,7,,,3,5,5,Have certificate,Full,4.75,2024
"Đường Số 9, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",60,4,8,Tây Bắc,Tây Bắc,4,4,5,Have certificate,Basic,8.1,2024
"Đường 389, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",60,4.5,8,Đông Nam,Đông Nam,3,4,3,Have certificate,Basic,6.8,2024
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",96,,8,,,,,,Have certificate,Full,9,2024
"Đường  Tạ Quang Bửu, Phường 3, Quận 8, Hồ Chí Minh",24,4,2,Bắc,Bắc,1,2,1,Sale contract,,1.15,2024
"2319, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",50,,6,Đông Nam,Đông Nam,3,4,5,Have certificate,Full,4.99,2024
"Dự án The Sun Residence, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",56,4,8,,,4,4,5,Have certificate,Full,6.2,2024
"Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",64,10,10,Đông Nam,Đông Nam,4,4,5,Have certificate,Full,7.5,2024
"Hẻm 1419, Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",80,5,7,,,3,3,3,,,6.1,2024
"197/26 Đường 19/5, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",56,,8,,,5,4,5,Have certificate,Full,6.5,2024
"Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",66,6,6,Đông Bắc,Đông Nam,4,4,4,Have certificate,Full,10,2024
"Đường Chánh Hưng, Phường 9, Quận 8, Hồ Chí Minh",51,,,Tây,,2,3,2,Have certificate,Full,5.5,2024
"Phường 9, Tân Bình, Hồ Chí Minh",44,5,5,Đông,Đông,2,2,1,Have certificate,Basic,3.9,2024
"703/9 Đường Lê Trọng Tấn, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",64,,7,Bắc,,5,4,5,Have certificate,Full,6.5,2024
"Dự án Citi Bella, Phường Cát Lái, Quận 2, Hồ Chí Minh.",80,,12,,,3,,,Have certificate,,6.5,2024
"Đường 26, Phường 16, Quận 8, Hồ Chí Minh",80,5,10,,,4,4,4,Have certificate,,9.6,2024
"Hẻm 482, Đường Lê Quang Định, Phường 11, Bình Thạnh, Hồ Chí Minh",58,4,5,,,4,3,,Have certificate,,6.5,2024
"Dự án RichStar, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",61,,,,,2,1,1,Sale contract,Basic,4.05,2024
"Đường Lô Tư, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",53,4.05,5.5,,,4,5,5,Have certificate,Full,5.9,2024
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",65,4,7,,,4,5,5,Have certificate,Full,7.68,2024
"Đường Lò Gốm, Phường 8, Quận 6, Hồ Chí Minh",79,,,,,2,4,4,Have certificate,,5.4,2024
"Dự án Dragon Village, Đường 990, Phường Phú Hữu, Quận 9, Hồ Chí Minh",145,,,,,3,4,4,,,7.5,2024
"Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",92,,8,,,,5,,Have certificate,Full,5.2,2024
"Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh",77,,5,,,3,4,5,Have certificate,Basic,3.1,2024
"Đường Lam Sơn, Phường 5, Phú Nhuận, Hồ Chí Minh",60,4,,,,2,6,3,Have certificate,Full,6.5,2024
"Đường Nguyễn Súy, Phường Tân Quý, Tân Phú, Hồ Chí Minh",36,4,5,,,2,2,2,Have certificate,Basic,3.9,2024
"Đường Lạc Long Quân, Phường 10, Quận 11, Hồ Chí Minh",45,,,Nam,,3,5,4,Have certificate,,9.3,2024
"Hẻm 236, Đường Trần Hưng Đạo B, Phường 11, Quận 5, Hồ Chí Minh",64,3.6,5,,,2,2,2,Have certificate,,8.9,2024
"Đường Thạnh Lộc 31, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",56,,6,,,2,2,2,Have certificate,Full,3.95,2024
"Dự án Rosita Garden Khang Điền, Đường 990, Phường Phú Hữu, Quận 9, Hồ Chí Minh",95,5,12,Tây Nam,Tây Nam,3,4,3,Have certificate,,5.35,2024
"Đường Số 1A, Xã Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh",120,4,10,,,,,,Have certificate,,8.5,2024
"Đường Ấp Đình, Xã Tân Xuân, Hóc Môn, Hồ Chí Minh",90,,,,,,,,,,1.4,2024
"532/15/16, Đường Lê Trọng Tấn, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",68,3.8,6,Tây Nam,Tây Nam,2,3,2,Have certificate,Full,5.95,2024
"Đường Tô Hiệu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",68,,4,,,2,2,2,Have certificate,,6.3,2024
"Hẻm 827 Đường Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, Hồ Chí Minh",52,,8,,,4,4,4,Have certificate,,5.85,2024
"Đường Thạnh Xuân 24, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",58,4,5,Đông Nam,Đông Nam,3,3,3,Have certificate,Full,3.95,2024
"Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",38,,,Đông Bắc,,3,2,2,Have certificate,,3.5,2024
"Đường Kênh Tân Hóa, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",56,,,Bắc,,3,4,3,Have certificate,,4.5,2024
"Đường Đỗ Văn Dậy, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",96,4.8,,,,,,,,,1.5,2024
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",63,,,,,4,5,4,,,7.8,2024
"Đường Lê Văn Thịnh, Phường Cát Lái, Quận 2, Hồ Chí Minh",69.4,6.74,4,Nam,,2,3,2,Have certificate,,4.7,2024
"Phường Phước Bình, Quận 9, Hồ Chí Minh",86.4,,,Tây Bắc,,1,2,1,Have certificate,Full,7.7,2024
"Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",59.5,,4,,,5,4,4,Have certificate,Full,7.95,2024
"Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",60,4.5,4,,,3,2,2,Have certificate,Full,6,2024
"Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",35,,8,,,3,4,3,Have certificate,Full,2.48,2024
"Đường Thăng Long, Phường 4, Tân Bình, Hồ Chí Minh",52.5,4,6,,,4,6,7,Have certificate,Full,8.6,2024
"Đường Huỳnh Tịnh Của, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",37,,,,,3,3,3,Have certificate,Full,5.5,2024
"383/..., Đường Lê Đức Thọ, Phường 16, Gò Vấp, Hồ Chí Minh",61.7,,5,,,,,,Have certificate,,5.8,2024
"Đường Nguyễn Ảnh Thủ, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",50,4,4,Đông Nam,Đông Nam,2,2,2,,,3.49,2024
"Đường Nguyên Hồng, Phường 1, Gò Vấp, Hồ Chí Minh",68,5.6,3,,,2,2,2,Have certificate,Full,6.2,2024
"Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Hồ Chí Minh",50,6,4,,,5,5,5,Have certificate,Full,7.5,2024
"Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",32,4,8,,,3,4,3,Have certificate,Full,2.48,2024
"Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",30,,,,,3,4,,,,6.9,2024
"Đường 25, Phường Cát Lái, Quận 2, Hồ Chí Minh",102,7,6,Tây Nam,,2,2,1,Have certificate,Basic,7.5,2024
"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",84,4,10,,,4,5,6,Have certificate,Basic,9.2,2024
"Đường Thạnh Lộc 41, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",53,5,4,Tây Nam,Tây Nam,1,2,2,Have certificate,Full,3.85,2024
"Đường Kha Vạn Cân, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",55,,,,,1,,,Have certificate,,2.6,2024
"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",96.8,,,,Tây Bắc,3,,,,,9,2024
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",38.4,3.2,6,,,3,4,3,Have certificate,Full,3.6,2024
"Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",50,4,5,,,2,2,2,Have certificate,Full,4,2024
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",90,,,,,3,4,5,Have certificate,,9.4,2024
"Đường Lam Sơn, Phường 5, Phú Nhuận, Hồ Chí Minh",80,,3,,,2,6,,Have certificate,,6.49,2024
"Dự án Mega Ruby, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75,5,12,Bắc,Bắc,3,3,3,Have certificate,Full,8.2,2024
"Dự án Mega Ruby, Phường Phú Hữu, Quận 9, Hồ Chí Minh",92.5,5,20,Nam,Nam,3,4,3,Have certificate,Full,9.25,2024
"Đường Ấp Tam Đông, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",49,,,,,3,3,3,Have certificate,Full,2.6,2024
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",64,4,8,Đông Nam,,4,5,5,Have certificate,Basic,5,2024
"Dự án Mega Village, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75,5,20,Nam,Nam,3,3,3,Have certificate,,6.7,2024
"1982, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",40,4,3,Tây Nam,Tây Nam,2,2,2,Have certificate,,2.55,2024
"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",61.5,4.1,4,Tây,,2,4,3,Have certificate,,6.7,2024
"1942 Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",49.5,4.5,4,Tây Bắc,Tây Bắc,2,3,2,Have certificate,Basic,3.6,2024
"Đường Thạnh Xuân 46, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",50.2,4.8,5,,,4,4,4,Have certificate,Full,4.5,2024
"Đường Nguyễn Văn Đậu, Phường 5, Bình Thạnh, Hồ Chí Minh",62.2,,,,,4,4,5,Have certificate,Full,8.5,2024
"Đường Nguyễn Oanh, Phường 7, Gò Vấp, Hồ Chí Minh",88,,8,,,,2,2,Have certificate,Full,7.2,2024
"Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",105,,6,Tây,,4,5,6,Have certificate,Basic,5.9,2024
"Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",56,,,,,2,3,2,Have certificate,,5.6,2024
"Đường Tân Kỳ Tân Quý, Phường Tân Quý, Tân Phú, Hồ Chí Minh",63,4.2,,Đông,,4,4,5,Have certificate,Basic,7.1,2024
"Đường 14B, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",24,,,,,2,2,2,Have certificate,,2.45,2024
"Đường Nguyễn Văn Tạo, Xã Hiệp Phước, Nhà Bè, Hồ Chí Minh",84,,2.5,,,,2,1,Have certificate,,2.35,2024
"Đường Nguyễn Oanh, Phường 7, Gò Vấp, Hồ Chí Minh",75,7.6,12,,,3,4,3,Have certificate,Full,8.8,2024
"Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh",100,6,5,,,4,5,6,Have certificate,Full,8.1,2024
"Đường Quốc Lộ 13, Phường 26, Bình Thạnh, Hồ Chí Minh",54,4.2,5,,,3,3,4,Have certificate,,7.5,2024
"Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",80,,,,,5,4,5,Have certificate,Full,8.9,2024
"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",110,5,,,,4,4,5,Have certificate,,9.6,2024
"Đường Lê Thúc Hoạch, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",30,3.6,,,,2,2,2,Have certificate,Full,3.55,2024
"Phường 4, Quận 3, Hồ Chí Minh",56,,,,,2,2,2,Have certificate,Full,7.6,2024
"Đường Trần Bình Trọng, Phường 5, Bình Thạnh, Hồ Chí Minh",52,,,Đông Bắc,,4,5,6,,Full,8.4,2024
"Đường Gò Dầu, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",90,,,,,3,3,4,Have certificate,Full,9.99,2024
"Đường Nguyễn Văn Lượng, Phường 6, Gò Vấp, Hồ Chí Minh",64,,,,,4,4,5,,,6.9,2024
"Đường Trường Chinh, Phường 11, Tân Bình, Hồ Chí Minh",60,,,,,4,5,4,Have certificate,Full,9.99,2024
"Đường Tân Thành, Phường Tân Thành, Tân Phú, Hồ Chí Minh",73,,,,,3,4,4,Have certificate,Basic,8.9,2024
"Đường Hồng Bàng, Phường 1, Quận 11, Hồ Chí Minh",50,5.3,,,,3,3,3,Have certificate,Basic,6.8,2024
"Đường Số 44, Phường 14, Gò Vấp, Hồ Chí Minh",40,,,,,2,2,2,Have certificate,Basic,3.9,2024
"Đường Lê Thiệt, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",37,4,12,,,4,3,2,Have certificate,Basic,5.6,2024
"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",45,,,,,5,,,Have certificate,,6.6,2024
"Đường Man Thiện, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",85,5.5,5,Đông Nam,Đông Nam,1,5,5,Have certificate,Full,5,2024
"Đường Cách Mạng, Phường Tân Thành, Tân Phú, Hồ Chí Minh",44,4.7,4,,,2,2,2,Have certificate,Basic,4.9,2024
"Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Hồ Chí Minh",56,7,8,Đông,,3,3,3,Have certificate,Full,8.4,2024
"Phường Phước Bình, Quận 9, Hồ Chí Minh",84,4,8,,,1,2,1,Have certificate,Basic,9,2024
"Đường Hoàng Văn Hợp, Phường An Lạc A, Bình Tân, Hồ Chí Minh",101.1,5.1,,,,,,,,,10,2024
"Đường Trần Văn Quang, Phường 10, Tân Bình, Hồ Chí Minh",53,,,,,2,2,2,Have certificate,Basic,4.65,2024
"Đường Trần Thị Năm, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",60,,6,Nam,,4,5,5,Have certificate,Basic,5.85,2024
"Đường Số 8, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",75,4.5,8,Tây Nam,Tây Nam,1,3,1,Have certificate,Full,6.5,2024
"Đường 182, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",77,4,8,Tây Nam,Tây Nam,4,4,4,Have certificate,,6.5,2024
